w(17,90001,9,0)
w(0,90002,9,0)
w(6,90003,9,0)
w(16,90004,9,0)
w(9,90005,9,0)
w(17,90006,9,0)
w(5,90007,9,0)
w(19,90008,9,0)
w(19,90009,9,0)
w(4,90010,9,0)
w(0,90011,9,0)
w(2,90012,9,0)
w(3,90013,9,0)
w(8,90014,9,0)
w(0,90015,9,0)
w(1,90016,9,0)
w(1,90017,9,0)
w(4,90018,9,0)
w(4,90019,9,0)
w(12,90020,9,0)
w(0,90021,9,0)
w(3,90022,9,0)
w(0,90023,9,0)
w(3,90024,9,0)
w(4,90025,9,0)
r(1,90017,9,1)
r(0,90023,9,1)
r(16,90004,9,1)
r(16,90004,9,1)
r(2,90012,9,1)
r(9,90005,9,1)
r(0,90023,9,1)
r(0,90023,9,1)
r(15,0,9,1)
r(0,90023,9,1)
r(7,30012,9,1)
r(5,90007,9,1)
r(0,90023,9,1)
r(7,30012,9,1)
r(4,90025,9,1)
r(14,0,9,1)
r(4,90025,9,1)
r(2,90012,9,1)
r(8,90014,9,1)
r(4,90025,9,1)
r(3,90024,9,1)
r(1,90017,9,1)
r(11,6,9,1)
r(0,90023,9,1)
r(1,90017,9,1)
r(0,90023,9,2)
r(0,90023,9,2)
r(0,90023,9,2)
r(13,13,9,2)
r(0,90023,9,2)
r(0,90023,9,2)
r(1,90017,9,2)
r(1,90017,9,2)
r(10,1,9,2)
r(3,90024,9,2)
r(1,90017,9,2)
r(11,6,9,2)
r(3,90024,9,2)
r(10,1,9,2)
r(1,90017,9,2)
r(6,90003,9,2)
r(11,6,9,2)
r(12,90020,9,2)
r(1,90017,9,2)
r(0,90023,9,2)
r(0,90023,9,2)
r(0,90023,9,2)
r(8,90014,9,2)
r(13,13,9,2)
r(1,90017,9,2)
r(0,20084,9,3)
r(0,20084,9,3)
r(10,20018,9,3)
r(2,10070,9,3)
r(3,20090,9,3)
r(0,20084,9,3)
r(18,80037,9,3)
r(1,20094,9,3)
r(4,20089,9,3)
r(0,20084,9,3)
r(4,20089,9,3)
r(2,10070,9,3)
r(4,20089,9,3)
r(0,20084,9,3)
r(1,20094,9,3)
r(0,20084,9,3)
r(5,10053,9,3)
r(1,20094,9,3)
r(1,20094,9,3)
r(17,20039,9,3)
r(0,20084,9,3)
r(6,20091,9,3)
r(0,20084,9,3)
r(5,10053,9,3)
r(5,10053,9,3)
r(3,60207,9,4)
r(1,60212,9,4)
r(3,60207,9,4)
r(3,60207,9,4)
r(3,60207,9,4)
r(10,60214,9,4)
r(0,60217,9,4)
r(0,60217,9,4)
r(0,60217,9,4)
r(8,246,9,4)
r(17,60216,9,4)
r(11,60215,9,4)
r(0,60217,9,4)
r(14,40229,9,4)
r(6,60211,9,4)
r(13,60189,9,4)
r(18,70215,9,4)
r(12,10190,9,4)
r(4,60208,9,4)
r(2,60209,9,4)
