r(0,0,3,0,0)
r(4,0,3,0,1)
r(0,0,3,0,2)
r(11,0,3,0,3)
r(10,0,3,0,4)
r(2,0,3,0,5)
r(12,0,3,0,6)
r(0,0,3,0,7)
r(3,0,3,0,8)
r(7,0,3,0,9)
r(6,0,3,0,10)
r(12,0,3,0,11)
r(3,0,3,0,12)
w(2,30001,3,0,13)
w(2,30002,3,0,14)
w(0,30003,3,0,15)
w(0,30004,3,0,16)
w(7,30005,3,0,17)
w(7,30006,3,0,18)
w(1,30007,3,0,19)
w(2,30008,3,0,20)
w(0,30009,3,0,21)
w(3,30010,3,0,22)
w(0,30011,3,0,23)
w(7,30012,3,0,24)
r(2,40149,3,8,200)
r(11,20109,3,8,201)
r(19,90009,3,8,202)
r(1,70152,3,8,203)
r(0,70155,3,8,204)
r(0,70155,3,8,205)
r(12,70159,3,8,206)
r(9,70154,3,8,207)
r(1,70152,3,8,208)
r(0,70155,3,8,209)
r(1,70152,3,8,210)
r(5,70151,3,8,211)
r(17,40081,3,8,212)
r(12,70159,3,8,213)
r(3,40141,3,8,214)
r(3,40141,3,8,215)
r(0,70155,3,8,216)
r(9,70154,3,8,217)
r(1,70152,3,8,218)
w(0,30152,3,8,219)
w(2,30153,3,8,220)
w(9,30154,3,8,221)
w(12,30155,3,8,222)
w(0,30156,3,8,223)
w(2,30157,3,8,224)
r(0,30156,3,9,225)
r(0,30156,3,9,226)
r(2,30157,3,9,227)
r(0,30156,3,9,228)
r(0,30156,3,9,229)
r(7,40138,3,9,230)
r(3,40141,3,9,231)
r(0,30156,3,9,232)
r(6,70135,3,9,233)
r(3,40141,3,9,234)
r(2,30157,3,9,235)
r(3,40141,3,9,236)
r(8,70158,3,9,237)
r(0,30156,3,9,238)
r(5,70151,3,9,239)
r(0,30156,3,9,240)
r(6,70135,3,9,241)
r(10,70157,3,9,242)
r(0,30156,3,9,243)
r(2,30157,3,9,244)
r(2,30157,3,9,245)
r(0,30156,3,9,246)
r(7,40138,3,9,247)
r(0,30156,3,9,248)
r(0,30156,3,9,249)
w(0,30220,3,15,375)
w(10,30221,3,15,376)
w(0,30222,3,15,377)
w(0,30223,3,15,378)
w(9,30224,3,15,379)
w(2,30225,3,15,380)
w(10,30226,3,15,381)
w(1,30227,3,15,382)
w(8,30228,3,15,383)
w(3,30229,3,15,384)
w(17,30230,3,15,385)
w(6,30231,3,15,386)
w(2,30232,3,15,387)
w(0,30233,3,15,388)
w(0,30234,3,15,389)
w(0,30235,3,15,390)
w(3,30236,3,15,391)
w(9,30237,3,15,392)
w(1,30238,3,15,393)
w(7,30239,3,15,394)
w(0,30240,3,15,395)
w(7,30241,3,15,396)
w(11,30242,3,15,397)
w(0,30243,3,15,398)
w(0,30244,3,15,399)
r(1,90251,3,17,425)
r(2,90255,3,17,426)
r(8,90243,3,17,427)
r(4,90247,3,17,428)
r(3,90240,3,17,429)
r(2,90255,3,17,430)
r(3,90240,3,17,431)
r(1,90251,3,17,432)
r(1,90251,3,17,433)
r(2,90255,3,17,434)
r(0,90256,3,17,435)
r(9,20275,3,17,436)
r(0,90256,3,17,437)
w(7,30256,3,17,438)
w(3,30257,3,17,439)
w(13,30258,3,17,440)
w(0,30259,3,17,441)
w(12,30260,3,17,442)
w(14,30261,3,17,443)
w(2,30262,3,17,444)
w(2,30263,3,17,445)
w(3,30264,3,17,446)
w(0,30265,3,17,447)
w(7,30266,3,17,448)
w(5,30267,3,17,449)
r(0,10399,3,24,600)
r(5,10395,3,24,601)
r(0,10399,3,24,602)
r(18,20429,3,24,603)
r(0,10399,3,24,604)
r(0,10399,3,24,605)
r(4,10408,3,24,606)
r(0,10399,3,24,607)
r(4,10408,3,24,608)
r(0,10399,3,24,609)
r(0,10399,3,24,610)
r(1,10409,3,24,611)
r(0,10399,3,24,612)
r(1,10409,3,24,613)
r(0,10399,3,24,614)
r(0,10399,3,24,615)
r(0,10399,3,24,616)
r(16,50284,3,24,617)
r(5,10395,3,24,618)
r(0,10399,3,24,619)
r(4,10408,3,24,620)
r(2,10410,3,24,621)
r(4,10408,3,24,622)
r(1,10409,3,24,623)
r(12,10400,3,24,624)
r(3,10424,3,26,650)
r(7,20459,3,26,651)
r(5,90461,3,26,652)
r(4,10413,3,26,653)
r(9,90465,3,26,654)
r(12,10420,3,26,655)
r(4,10413,3,26,656)
r(1,10422,3,26,657)
r(5,90461,3,26,658)
r(13,10383,3,26,659)
r(0,90466,3,26,660)
r(0,90466,3,26,661)
r(7,20459,3,26,662)
w(0,30408,3,26,663)
w(1,30409,3,26,664)
w(1,30410,3,26,665)
w(10,30411,3,26,666)
w(1,30412,3,26,667)
w(0,30413,3,26,668)
w(0,30414,3,26,669)
w(10,30415,3,26,670)
w(12,30416,3,26,671)
w(0,30417,3,26,672)
w(3,30418,3,26,673)
w(0,30419,3,26,674)
r(4,40513,3,33,825)
r(3,50488,3,33,826)
r(6,40512,3,33,827)
r(1,40514,3,33,828)
r(1,40514,3,33,829)
r(5,50482,3,33,830)
r(2,40520,3,33,831)
r(3,50488,3,33,832)
r(1,40514,3,33,833)
r(10,50492,3,33,834)
r(2,40520,3,33,835)
r(1,40514,3,33,836)
r(2,40520,3,33,837)
r(5,50482,3,33,838)
r(3,50488,3,33,839)
w(4,30512,3,33,840)
w(8,30513,3,33,841)
w(1,30514,3,33,842)
w(8,30515,3,33,843)
w(0,30516,3,33,844)
w(2,30517,3,33,845)
w(11,30518,3,33,846)
w(6,30519,3,33,847)
w(13,30520,3,33,848)
w(10,30521,3,33,849)
r(3,50488,3,34,850)
r(16,40517,3,34,851)
r(4,30512,3,34,852)
r(3,50488,3,34,853)
r(5,50482,3,34,854)
r(0,30516,3,34,855)
r(3,50488,3,34,856)
r(3,50488,3,34,857)
r(0,30516,3,34,858)
r(2,30517,3,34,859)
r(1,30514,3,34,860)
r(1,30514,3,34,861)
r(1,30514,3,34,862)
r(0,30516,3,34,863)
r(0,30516,3,34,864)
r(0,30516,3,34,865)
r(13,30520,3,34,866)
r(2,30517,3,34,867)
r(0,30516,3,34,868)
r(6,30519,3,34,869)
r(0,30516,3,34,870)
r(1,30514,3,34,871)
r(5,50482,3,34,872)
r(0,30516,3,34,873)
r(4,30512,3,34,874)
w(19,30563,3,37,925)
w(16,30564,3,37,926)
w(16,30565,3,37,927)
w(3,30566,3,37,928)
w(2,30567,3,37,929)
w(5,30568,3,37,930)
w(6,30569,3,37,931)
w(2,30570,3,37,932)
w(2,30571,3,37,933)
w(0,30572,3,37,934)
w(1,30573,3,37,935)
w(18,30574,3,37,936)
w(1,30575,3,37,937)
w(0,30576,3,37,938)
w(0,30577,3,37,939)
w(1,30578,3,37,940)
w(0,30579,3,37,941)
w(2,30580,3,37,942)
w(3,30581,3,37,943)
w(5,30582,3,37,944)
w(0,30583,3,37,945)
w(0,30584,3,37,946)
w(17,30585,3,37,947)
w(0,30586,3,37,948)
w(5,30587,3,37,949)
r(5,50556,3,41,1025)
r(0,80659,3,41,1026)
r(0,80659,3,41,1027)
r(9,50561,3,41,1028)
r(7,50559,3,41,1029)
r(0,80659,3,41,1030)
r(4,50563,3,41,1031)
r(2,50564,3,41,1032)
r(1,50558,3,41,1033)
r(7,50559,3,41,1034)
r(0,80659,3,41,1035)
r(7,50559,3,41,1036)
r(2,50564,3,41,1037)
r(3,80662,3,41,1038)
r(0,80659,3,41,1039)
r(1,50558,3,41,1040)
r(9,50561,3,41,1041)
r(2,50564,3,41,1042)
r(3,80662,3,41,1043)
r(17,50560,3,41,1044)
r(12,80652,3,41,1045)
r(1,50558,3,41,1046)
r(0,80659,3,41,1047)
r(6,80654,3,41,1048)
r(0,80659,3,41,1049)
r(5,20740,3,47,1175)
r(6,769,3,47,1176)
r(0,80732,3,47,1177)
r(0,80732,3,47,1178)
r(0,80732,3,47,1179)
r(16,80728,3,47,1180)
r(6,769,3,47,1181)
r(14,80685,3,47,1182)
r(2,20741,3,47,1183)
r(0,80732,3,47,1184)
r(1,80733,3,47,1185)
r(0,80732,3,47,1186)
r(0,80732,3,47,1187)
r(1,80733,3,47,1188)
r(3,80734,3,47,1189)
r(0,80732,3,47,1190)
r(4,10647,3,47,1191)
r(9,80726,3,47,1192)
r(2,20741,3,47,1193)
r(7,80735,3,47,1194)
r(5,20740,3,47,1195)
r(12,768,3,47,1196)
r(0,80732,3,47,1197)
r(0,80732,3,47,1198)
r(0,80732,3,47,1199)
r(1,80733,3,48,1200)
r(6,769,3,48,1201)
r(15,763,3,48,1202)
r(14,80685,3,48,1203)
r(1,80733,3,48,1204)
r(15,763,3,48,1205)
r(6,769,3,48,1206)
r(1,80733,3,48,1207)
r(0,40670,3,48,1208)
r(0,40670,3,48,1209)
w(6,30714,3,48,1210)
w(12,30715,3,48,1211)
w(1,30716,3,48,1212)
w(0,30717,3,48,1213)
w(13,30718,3,48,1214)
w(13,30719,3,48,1215)
w(0,30720,3,48,1216)
w(4,30721,3,48,1217)
w(8,30722,3,48,1218)
w(0,30723,3,48,1219)
w(6,30724,3,48,1220)
w(0,30725,3,48,1221)
w(4,30726,3,48,1222)
w(1,30727,3,48,1223)
w(0,30728,3,48,1224)
r(8,30722,3,49,1225)
r(0,30728,3,49,1226)
r(1,30727,3,49,1227)
r(0,30728,3,49,1228)
r(13,30719,3,49,1229)
r(7,60656,3,49,1230)
r(1,30727,3,49,1231)
r(8,30722,3,49,1232)
w(9,30729,3,49,1233)
w(18,30730,3,49,1234)
w(18,30731,3,49,1235)
w(3,30732,3,49,1236)
w(0,30733,3,49,1237)
w(9,30734,3,49,1238)
w(16,30735,3,49,1239)
w(2,30736,3,49,1240)
w(19,30737,3,49,1241)
